"id","productid","userid","profilename","helpfulnessnumerator","helpfulnessdenominator","score","time","summary","text"
"504492","B007I7YZJK","ATTK7J5JWVDYD","""Mrs. Howard """"Army Wife""""""","0","1","5","1351123200","yummy","these are the best super yummy and i never get sick of the flavor. a little bit pricey but not filled with sugar"
"504493","B007I7YZJK","A2AR53VO0NN28H","Sue E. Weisensel","0","1","5","1350950400","refreshing","water is good for you but can't drink as much as dr. want to drink can with the lipton tea and it taste great.  will keep up."
"504494","B007I7YZJK","A1VUSVE0OPRTLP","Linda","0","1","5","1347840000","Lipton to go","I realy like this tea. It is very easy to mix. Has a great taste. Got it for a very good price from Amazon"
"504496","B007I7YZJK","A28VSLK5PMWRBS","Rusty Shoulta","0","1","5","1347062400","Unexpected new addiction","""This tea is great.  It was a gamble buying it without trying it"
"504497","B007I7YZJK","A2CP5IJGNU013J","Zafar","0","1","5","1346976000","Tastes really good","""My wife and i love this"
"504528","B007I7YZJK","A3AQO91DYWF8R0","Seth Caddell","0","1","5","1332979200","Super Easy and Great Tasting","Lipton Tea and Honey is delicious. I enjoyed it very much. It is very sweet and refreshing. There are only 5 calories but it is so rich in flavor. The fruit flavors of mango and pineapple are strong and delightful. I also like that is has real sugar and not aspartame. I would say it is almost addictive; I enjoyed it so much. I would recommend it to all. The packets are snipped for easy opening. You just add one packet to a 16 oz bottle of water and stir. It takes a minute to dissolve and then you can drink."
"504529","B007I7YZJK","A5H8NA5CJ0FK4","""K. """"daisy4given""""""","0","1","5","1332979200","THE BEST.","""Every single week I buy a new box of water flavoring for my family. We have a hard time finding ones that don't have artificial flavoring and colorings"
"504530","B007I7YZJK","A3CA3RWZYJDWXE","BJ Fraser","0","1","5","1332979200","Oh Yeah!","""I usually drink regular iced tea--unsweetened and usually decaf if I can get it--but I decided to give it a try.  Really if you're not a tea drinker this tastes a lot more like Kool-Aid or Crystal Light than tea.  The sweetness from the honey and blackberry disguises most of the tea flavor from it.<br /><br />I should probably note I haven't really used the product how it says to.  Instead of putting one packet in a bottle of water"
"504531","B007I7YZJK","AJX23GRISOTOD","Louis Coniglio","0","1","5","1332979200","""Extremely good tasting"," low calorie way to hydrate"""
"504535","B007I7YZJK","A1Z16630QMH8Q6","""Bill """"billsrrempire""""""","0","1","5","1332460800","I Like It!","""I tried this and I like it! I find it to be a refreshing drink. When I put a packet in a glass... I thought """"Kool Aid""""! But it didn't have an artificial taste. I was afraid that it'd be too sweet for my taste but it was not... actually"
"504537","B007I7YZJK","A27DDHWHE540I5","Pie Grrrl","0","1","5","1332460800","""Goodness Gracious"," this is a Tasty Brew! :)"""
"504538","B007I7YZJK","A10Z8FC0SMU5VQ","Dorraine M. Rooney","0","1","5","1332460800","Refreshing","""Full of flavor"
"504539","B007I7YZJK","A2QWEEYO8QLIMI","""B. Rackley """"Sierras Creative World""""""","0","1","5","1332374400","Just the right blend!","""I normaly do not reach for the decf items"
"504540","B007I7YZJK","A3VVKC910FN4EK","David Basham","0","1","5","1332374400","Very Good","Got this for my wife as she likes to add those flavor packets to her water. Of course I had to taste it and lo and behold it is great. Very sweet but lo-cal and no after taste. I am diabetic so I think I will buy these for me from now on."
"504541","B007I7YZJK","A3GVD3O9QG6I0V","Jennifer L. Vido","0","1","5","1332288000","Refreshingly sweet taste!","""Lipton's Tea & Honey To Go Iced Tea Mix packets are a convenient way to drink healthy while on-the-go. The box contains ten (.14oz) packets. Just pour it in a bottle of water and volia! Instant green tea with a yummy taste perfect for a hot summer day. I sampled the Strawberry Acai flavor and thought it was delicious. I am tempted to try the other flavors like peach apricot or blackberry pomegranate. What I like best is that it doesn't contain aspartame like most of the flavor packets on the market today. With only 5 calories per serving"
"504543","B007I7YZJK","A1YGIUSI2JTTSC","Dan Bobinski","0","1","5","1332201600","An instant hit","""In a word: Yummy.  The blend of flavors is quite unique and refreshing.  Even my wife thinks it's good"
"504544","B007I7YZJK","AXOO7BPM22BDO","""John Green """"Darkwriter""""""","0","1","5","1332201600","Sweet & Sugar-free Strawberry Acai","""This stuff is delicious... and strawberry-flavored! As a diabetic I always want something to expand my options and this Strawberry Acai iced tea will do fine.  Low calorie (5)"
"504546","B007I7YZJK","A2R6RA8FRBS608","Matthew G. Sherwin","3","6","5","1337817600","refreshing and easy to make","""This is some outstanding"
"504547","B007I7YZJK","A63GSML234W5B","J. Al-hashimi","3","6","5","1337212800","Great instant green tea flavor","If you like strawberry you'll like this. I like the blackberry a bit better but its a matter of personal taste. Liptons did a great job with the instant green tea flavor in this product. Clean and astringent and a nice green tea flavor."
"504548","B007I7YZJK","A63GSML234W5B","J. Al-hashimi","3","6","5","1337212800","""Convenient"," low calorie"
"504549","B007I7YZJK","A1YND0PAC5N8FC","Redladybugg","3","6","5","1336867200","Awesome","This is very tasty drink with the right amount of flavors.No flavor is overbearing and all leave a gentle taste.No aftertaste as well.Try it and if you like mango and pineapple you will love this...."
"504499","B007I7YZJK","A2EAUE77SNUX1T","""Shelly Collins """"never enough time""""""","0","1","5","1344211200","love this","""I usually don't like sweetened teas but this is really good. I will try the other flavors as well"
"504500","B007I7YZJK","A7T2GNBCJCSYK","""Robert J. Owens """"QuincyBob""""""","0","1","5","1343001600","http://www.amazon.com/gp/product/B007I7YYGY/ref=cm_cr_rev_prod_title","""I got this on a gold box deal.  The deal was twelve boxes with ten mixes in each box. That adds up to 120 mixes for the whole order.  The directions say to mix one individual packet to a one liter bottle of water.  I found that it was too sweet for my taste.  I mix one packet in an empty one quart power drink bottle and I find this palletable to my tastes.I enjoy the flavor so I mix several quart bottles and partially freeze them and have plenty of water bottles to drink while I work outdoors in this heat and keep me hydrated all day long. They also had a coupon for $3.00 off the order.  I ended up paying $12.00 that makes me 120 quarts of this drink mix.  To me"
"504503","B007I7YZJK","A3MYNS21528COD","Terri Merritts","0","1","5","1342483200","Lipton To Go Tastes Great and Is Convenient","""I got a sample of the Mango/Pineapple flavored tea and really liked it a lot so I now buy this product regularly in the grocery store.  I am on the go a lot and like to keep a cooler of ice with bottled water in it in the back seat. Plain old water is just boring after a while. I do carry a bottle of home brewed iced tea with me but still I like to use the little to-go stix of all sorts from different companies and this is a very nice addition to my options.  I really liked the Mango one so I tried the blackberry/pomegranate one and liked it less. My favorites are the mango"
"504504","B007I7YZJK","A58G6VXS9P15Q","Mia","0","1","5","1342483200","Nice flavor","""I have purchased every one of the tea flavors they make. This is my personal favorite. The aroma is pleasing"
"504524","B007I7YZJK","A108XP24UESKSV","""E. Kay """"eclectic6""""""","0","1","5","1333065600","I would buy it again!","""Lipton To Go Green Tea & Honey Mango Pineapple was a nice new discovery. I usually buy Crystal Light products"
"504525","B007I7YZJK","AX0ZTNX6KVJ40","J. Jones","0","1","5","1332979200","Just What the Doctor Ordered","""I am a fan of Lipton Iced Green Tea so when I say the new Lipton Tea and Honey Decaf Iced Green Tea on Vine I had to give it a try.  The flavor is great and it fits the bill for anyone does not want artificial sweetener in their drink.  There is a trade off.  While the original Iced Green Tea had no calories"
"504526","B007I7YZJK","A1LGB9RZX3SR0P","""maxmasa31 """"maxmasa31""""""","0","1","5","1332979200","""A refreshing"," low-calorie"
"504527","B007I7YZJK","AO1Z0TQWCRGL4","""Harold Wolf """"Doc""""""","0","1","5","1332979200","My second flavor to try and it's good too. SO SO HEALTHY","""Blackberry and Pomegranate flavor was already a hit with me. My opinion is exactly the same with Mango Pineapple. Good strong Lipton flavors"
"504550","B007I7YZJK","ARIZ8PY9ULPHH","""Bonnie Jo Davis """"Loves to read and review books.""""""","3","6","5","1332374400","Loved It Even Though It's Sweetened!","""I am a tea drinker from way back.  I drink about three gallons of unsweetened tea every week.  Normally I prefer unsweetened tea but when I was offered this product I noticed that it said it was slightly sweetened.  I couldn't wait to make my first drink.  You take a bottle of cold water"
"504551","B007I7YZJK","A2YV23TBL3O0PH","A. Swickard","1","3","5","1341705600","great tea mix!","love this stuff... add it to brewed iced tea for sweetener or to your water bottle for quick iced tea!"
"504552","B007I7YZJK","A12U2UBFONP2OF","drenrae","1","3","5","1341273600","FAVORITE SUMMERTIME TEA!!","I live in Washington and all they sell here are the individual serving packs of this tea. I have been buying the Walmart brand Peach Tea and it just doesn't come anywhere near the taste of this Lipton Tea. I was EXTREMELY stoked when I found out you can buy this through Amazon! This is my son and I's absolute favorite Peach Tea to drink! THANK YOU THANK YOU THANK YOU!!!! Also the price is UNBEATABLE!!"
"504553","B007I7YZJK","A23WE733QT4WGJ","""K. Ward """"Love to shop""""""","1","3","5","1340841600","Delicious","So easy to use.  Pour it in a standard water bottle and drink.  The flavor is delicious and it's very refreshing."
"504554","B007I7YZJK","A1VN0WIC0TR0I1","HoorayForBoots","1","3","5","1340150400","Can half the amount","""I really like this.  Just FYI though"
"504555","B007I7YZJK","AN0N05A9LIJEQ","critters","1","3","5","1340150400","Delicious!","""This is really great stuff"
"504556","B007I7YZJK","A12O5SEIF162P8","""William A. Nolan """"freeholder""""""","1","3","5","1340064000","""Very good flavor"," but slow to mix"""
"504557","B007I7YZJK","A2RVCF21L2NPU5","""Cherise Kachelmuss """"Mom and More""""""","1","3","5","1339977600","Addicted!","""I am trying so hard to drink more water but I admit I hate the taste.  The Lipton To Go Green Tea Mix Mango Pineapple is my newest addiction.  It is amazing and so delicious!  I am totally addicted to it and have cut back my soda intake and am drinking way more water. The packets are convenient enough that I can carry them with me in my purse and I can even stretch one packet to two bottles of water without really sacrificing taste. I warn you though that these are addicting!  The flavor is sweet and rich"
"504558","B007I7YZJK","A3THSNC4HIWLTK","Ren2","1","3","5","1339891200","excellent Item","I love that these are individualized for bottled water. I am picky about what I drink if only this had a green or white tea version I would be over the moon"
"504560","B007I7YZJK","A1LNYS2NCFHJW","Behnken207","1","3","5","1339200000","PLEASED","""Love this Lipton tea. Strawberry Acia is the best one. I recommend it. In a 16 ounce water bottle its a bit strong for me"
"504561","B007I7YZJK","A1Z0LTKUA6F94D","""J. Miller """"smurfybabe""""""","1","3","5","1339113600","Very Yummy","""I wasn't sure if I'd like something flavored with honey because I didn't want it to be overpowering"
"504562","B007I7YZJK","A2PSC7LUNIDEAH","Dmitry Kristal","1","3","5","1338249600","Very convenient and refreshing","""Lipton To Go Iced Tea crystals are a convenient way to enjoy iced tea anywhere you have water available.  Just pour it in a glass or better yet"
"504563","B007I7YZJK","A1ONZ8JRPLBNUI","""Mona Lisa """"Gwenie""""""","1","3","5","1338076800","Mona Lisa","""Lipton To Go Stix Iced Gren Tea Mix"
"504564","B007I7YZJK","A2X6J6AFLLYVXH","M. HILTON","1","3","5","1337817600","Excellent tea flavor","Excellent tea and fruit flavor. Just he right amount for sall water bottles. Definitely a recommended product. Nice and convenient pouch is easy to store."
"504565","B007I7YZJK","AEMSGB00FL3YO","""Snow White """"SJ White &#34;amazon shopper&#34;""""""","1","3","5","1337731200","Refreshing drink!","""This decaf iced tea was really good!  I like the fact that you put your ice and water in a glass and pour the packet of Stawberry iced tea in and stir.  It isn't overly sweet.  It tasted good and was a great alternative to soda.  I like it better than the soda stream we have and is a lot less work to make.  If you like decaf iced tea and want a different taste other than black or green tea then this is a buy!  THIS IS AN UPDATE AS OF 6/18/12.  I purchased a case of Strawberry and a case of Blackberry/Pomegrante.  I love this drink and so easy to mix!  I have also put 2 of each in my purse so when we eat out I can drink this instead of soda pop.  I make sure I have a plastic spoon in my purse.  Hope those of you who would like to try it like it as much as I do.  My husband thinks it is a really smart idea"
"504566","B007I7YZJK","A1FHWJ7EFO3E3U","J. McKnite","1","3","5","1337472000","Tasty and convenient","""This drink has some zip to it.  It's really tasty and I'm happy it dissolves easily"
"504567","B007I7YZJK","A37X5MTK7TK20J","Eggface","1","3","5","1337126400","Yum. Gets me to drink H20.","I love these. They get me to drink h20. I always have some in my purse. Great for traveling. Lemon is my favorite."
"504568","B007I7YZJK","A31AVXMESQRQAC","Just Loves Books","1","3","5","1337040000","Very nice flavor","""I'm trying to drink less soda and more water"
"504569","B007I7YZJK","A22PUBSSNP54L","""G. Little """"value seeker""""""","1","3","5","1337040000","Very tasty","""This has lots of flavor and is great that it is decaf.  i don't like drinking caffeine throughout the day.  I would recommend this as it's easy to carry with you in your purse"
"504570","B007I7YZJK","A1L2N21DARFYPP","""R. Hand """"bookworm""""""","1","3","5","1336867200","LOVE this Flavor","I disagree with the previous review.  The Mango and Pineapple is better than all the other flavors.  I'll continue buying it as long as it's available."
"504571","B007I7YZJK","A146L0JWX6KKYJ","Trevor J. Flannigan","1","3","5","1336694400","Tasty Tea...","""I love this product. The flavor is so delicious. I was a little concerned that it might be too sweet with the honey and strawberry"
"504572","B007I7YZJK","A2QWEEYO8QLIMI","""B. Rackley """"Sierras Creative World""""""","1","3","5","1336608000","Love everything about these teas!","""Lipton to Go Iced Green Tea Honey Blackberry Pomegranate ...The ease of taking this tea with you comes first to mind.  A bottle of water"
"504583","B007I7YZJK","A3SOO5HNRL04F0","James","1","3","5","1335484800","Good taste and only 5 calories","""Tried this tea because it was in an isle (not on a shelf) in the grocery store.<br />After trying the tea was sold on the taste and being only 5 calories I was again sold.<br />Just as good as a cola and trying to lose a few pounds"
"504584","B007I7YZJK","A1NC9AGZOBI0M1","""R. Chaffey """"beckahi""""""","1","3","5","1334448000","Delicious and Not Overly Sweet","""Lipton's To Go Stix Iced Green Tea Mix in Blackberry Pomegranate is a delicious addition to a bottle of water.  Initially in cold water"
"504585","B007I7YZJK","A39WWMBA0299ZF","""C. Hamilton """"Latsyrc728""""""","1","3","5","1332892800","Delicious!","""I was worried that the sugar and carb content in these drink packets might be high because of the honey used to sweeten them. I was pleasantly surprised when they arrived. There is 2gm sugar"
"504586","B007I7YZJK","AO1Z0TQWCRGL4","""Harold Wolf """"Doc""""""","1","3","5","1332374400","""fruit juice taste"," diet friendly"
"504587","B007I7YZJK","A3GK1O5S6188AJ","Amy Willingham","1","3","5","1332288000","So refreshing!","""Love the flavor of mango pineapple with a hint of green tea! Super refreshing to drink on a nice hot or warm day and I especially enjoyed it after a walk around the park. Quenched my thirst and didn't leave any disgusting after taste in my mouth that some other mix ins can leave. Super easy to mix into my drink: I just opened the packet"
"504588","B007I7YZJK","A2EXGRAA6QW96Z","""J. A. Bell """"she reads xyz""""""","1","3","5","1332201600","MangoLicious","""I think this product is absolutely great. I just gulped down 16 ounces of water flavored with one of these Lipton Tea&Honey packets and I really loved it!<br /><br />But"
"504590","B007I7YZJK","AYS4UGU2YB0W4","Dennis Meek","2","5","5","1337212800","Fantastic Product","""Normally I just don't like powdered drink mixes but these are really good! The package says that half a packet is for 16 ounces of water and has two servings per packet.<br /><br />I used them in 32oz of water the first time however"
"504591","B007I7YZJK","AXOO7BPM22BDO","""John Green """"Darkwriter""""""","2","5","5","1334016000","Sweet & Sugar-free","""This is my second go-round with one of these and won't be my last.  Blackberry/Pomegranate is a fantastic combo and using Sucralose instead of Aspartame (which metabolizes into formaldehyde) makes it that much better! Some might find it a little too sweet"
"504594","B007I7YZJK","A2JE8OS1NN9YDB","Space Queen","0","2","5","1336608000","Great Flavor","""My coworkers and I all love this instant tea.  It has 10 calories per packet (2 servings per packet at 5 calories each"
"504595","B007I7YZJK","A1MZEMD0EDETS6","C. Maynard","0","2","5","1336521600","""Pleasant Taste"," Only 10 Calories"""
"504596","B007I7YZJK","AT5GPE9RB7NQV","W. S. Perry","0","2","5","1336521600","Great product but Overpriced","""This is a great convenience and great tasting product. I can find it in small quantities on the shelf at Walmart and other grocers but"
"504598","B007I7YZJK","A8EBWQZIDKF78","""Janice Sims """"a reader & a writer""""""","0","2","5","1336003200","Delicious!","""Be careful when opening the little packets because the powder is quite strong smelling.  I guess that comes with the powerful flavor this packs.  Also"
"504599","B007I7YZJK","A3CA3RWZYJDWXE","BJ Fraser","0","2","5","1336003200","Tea for Two or One","""I previously got the blackberry and pomegranate flavor off of a Vine newsletter.  I really enjoyed it so I decided to give this flavor a try as well.<br /><br />It's about the same.  Really if you're not a tea drinker this tastes a lot more like Kool-Aid or Crystal Light than tea. The sweetness from the honey and fruit disguises most of the tea flavor from it.<br /><br />Anyway"
"504600","B007I7YZJK","A30X750M8V1XXW","Scott","0","2","5","1335830400","""Easy"," tasty and great for on the go"""
"504601","B007I7YZJK","A3MKON3VM0W1TH","Alan Beggerow","0","2","5","1335657600","Good stuff!","""Like the other varieties available"
"504602","B007I7YZJK","A3MKON3VM0W1TH","Alan Beggerow","0","2","5","1335657600","Excellent flavor","""A powdered tea mix that's individually packed for use in bottled water"
"504603","B007I7YZJK","A2YPGQH2UGGTM2","J. Moore","0","2","5","1335571200","Great taste good and healthy","""These one serving packets are becoming increasingly popular for people on the go and for those of us who like to take something other than water when heading to the gym"
"504604","B007I7YZJK","A1ZENB34HH2EIM","""SAlaska """"S""""""","0","2","5","1335571200","Yum.","""These tea mixes are fantastic for work since they dissolve quickly and require no stirring IF you add them to your glass first.  Stirring or shaking is definitely ideal"
"504605","B007I7YZJK","A1SY4X1WWNOBX5","""theShepherdz """"theShepherdz""""""","0","2","5","1335398400","Very pleased!","""I wasn't prepared to enjoy this tea mix as much as I did. The Lipton to Go Stix Iced Green Tea with Honey (Mango Pineapple) was absolutely delicious. So much so"
"504606","B007I7YZJK","APVK8GGSSUDCE","""Mitchell M. Tse """"mitchelltse""""""","0","2","5","1335312000","Excellent for a powdered drink","""I've drunk my share of powdered drinks"
"504607","B007I7YZJK","A2FLJCJ3SW0TUY","""Brie """"Brie""""""","0","2","5","1335052800","Tastes great","""Great taste. Each package is enough for two cups of water"
"504608","B007I7YZJK","A38BEIB5NCPXBR","""Stori Diva """"Stori Gurl""""""","0","2","5","1334793600","Tasty Good","""This is not the first time I've used  Lipton Green tea to-go products"
"504609","B007I7YZJK","A35JP8KSV9281K","bezoarrn","0","2","5","1334793600","Yummy mango tea","Delicious and refreshing with a fresh mango taste. I can't taste the pineapple at all which is too bad because I got this specifically for that. I'm not a big mango fan but this taste great. The green tea is just right. I plan on buying this on a regular basis."
"504610","B007I7YZJK","A2ANTZGPEINGVY","David Johnson","0","2","5","1334793600","Crystal Lite SUCKS","""I'm picky about iced tea and haven't been a huge fan of Lipton in the past"
"504611","B007I7YZJK","A2ANTZGPEINGVY","David Johnson","0","2","5","1334793600","I Threw Away My Crystal Lite","""I'm picky about iced tea and haven't been a huge fan of Lipton in the past"
"504612","B007I7YZJK","AW5JSQCHC2ZJO","Basil MacDougal","0","2","5","1334793600","Lipton To Go Stix","""Delicious!  I love the Lipton To Go Stix and now I think the tea and honey"
"504613","B007I7YZJK","A1FVP6G8W3O8ZA","Arthur Kimes","0","2","5","1334793600","Can't criticize this - you even get  workout when you shake it.","I like the taste.  It's sweet - but not too sweet.  No aftertaste.  It's pleasant to drink chilled or at room temperature.<br /><br />If you like a refreshing tea drink you should try this!<br /><br />The only annoyance is that it's hard to mix.  I suggest sipping a little water from the bottle before pouring in the mix.  That'll make it easier to agitate."
"504614","B007I7YZJK","A1XNZ7PCE45KK7","Og8ys1","0","2","5","1334707200","Great Taste . . .","""and I want to congratulate the graphic artist for putting the entire product name on such a small box.  The ad men must have really thought long and hard.<br /><br />But seriously"
"504615","B007I7YZJK","A9ESHA5MS6S6L","Sherry Lochner","0","2","5","1334707200","Refreshing!","""What an easy and refreshing drink!  I did it in my glass"
"504616","B007I7YZJK","A2OW356OMJNAVH","BMAR","0","2","5","1334534400","Refreshingly tart and perfectly sweet","This drink mix was a refreshing treat.  It was just tart enough and just sweet enough to provide a nice fruity drink.  I completely forgot that this was a green tea mix.  It reminded me of a light cranberry-apple flavor.  I'll definitely buy this one again and again.<br /><br />Loved it!"
"504617","B007I7YZJK","AC0HPFQVBZVGY","""Daniel Lee Taylor """"dan57""""""","0","2","5","1334534400","Lipton knows tea","""This is a tasty product from Lipton.  I am not a big green tea fan"
"504618","B007I7YZJK","A39WWMBA0299ZF","""C. Hamilton """"Latsyrc728""""""","0","2","5","1334448000","Make Your Water Delicious with Lipton To Go","""The first thing I check with any flavored drink is the nutrition facts (I want to eat my carbs and calories"
"504619","B007I7YZJK","A2YQ7M9GFU3Z65","Librarian","0","2","5","1334448000","Delish","""I'm not crazy about most of the bottled flavors of diet green tea. Most of them have an artificial-icky flavor. You can really taste the honey-kissed flavor in this mix in variety. I can honestly say it's my new favorite diet green tea (sorry"
"504620","B007I7YZJK","A28SBPF6KFZ7VL","""Eric A. Klee """"eak321""""""","0","2","5","1334188800","""Delicious"," Refreshing"
"504621","B007I7YZJK","A1IHK8GL1ESOND","""Carol Daley """"Marinesgirl""""""","0","2","5","1334016000","very nice","""I normally drink decaf beverages so I jumped at the chance to review this.  It's hard to find a powder that tastes good AND is decaf.<br /><br />I find these types of products very artifical tasting and I really don't enjoy them.  They actually make me more thirsy.  This one is very nice.  There is a very strong taste of honey"
"504622","B007I7YZJK","A3LGT6UZL99IW1","""Richard C. Drew """"Anaal Nathra/Uthe vas Bethod...""","0","2","5","1333929600","""Tastes great"," really sweet"""
"504623","B007I7YZJK","A28IIVKXOE1ATF","Emory Daniels","0","2","5","1333929600","A Tasty Drink While on the Go","""""""To Go"""" products have been one of my favorite items since I began using bottled water. On a break at work"
"504624","B007I7YZJK","AJ6H9ZV7TJUUT","lizellis","0","2","5","1333929600","Might yet turn me into a tea drinker","""All my life I've confounded my British mother by my intense dislike of tea.  It's something she can't understand and certainly hasn't accepted even after all these years.  Since I've been hearing and reading about the benefits of tea"
"504625","B007I7YZJK","A3JLKDUV0B6O5U","TFR","0","2","5","1333843200","Delicious!","""Lipton To Go makes all sorts of powdered flavors"
"504626","B007I7YZJK","A19NP8YYADOOSF","N. Krumpe","0","2","5","1333756800","""Great flavor"," but could you let me make a pitcher at a time?"""
"504627","B007I7YZJK","A167KPMW1NBZJW","Joey's Girl... &#34;Angie&#34;","0","2","5","1333584000","Tasty Tea!","""This is a very refreshing & delicious tea blend. I got this when it was in the mid 80's out and made it with ice and sat on my front porch sipping this in the evening after dinner"
"504628","B007I7YZJK","A2QSBOAAGW1I1H","""Julie A. Dawson """"Bards and Sages Publishing""""""","0","2","5","1333497600","Great taste","""I often buy products like this to use when traveling"
"504629","B007I7YZJK","A281NPSIMI1C2R","""Rebecca of Amazon """"The Rebecca Review""""""","0","2","5","1333411200","Tropical Escape","""When I drink this delicious green tea flavored with mango and pineapple I like to imagine I'm at a beach. In fact if I was going on vacation I'd take these packets of iced tea mix with me. One packet works well in a 16.9 ounce bottle of water but it tastes even better stirred into a glass of water with ice. The message you get when you read the front of the box is that this is going to be all natural with just honey sweetening your tea. That is not exactly true. This contains honey granules (made from honey and sugar)"
"504630","B007I7YZJK","A184ZFZZBWEXMS","""Marilyn C. Martin """"Love's Pixiebobs""""""","0","2","5","1333411200","""Love"," love"
"504631","B007I7YZJK","A3LXXYBYUHZWS5","Monica Garcia","0","2","5","1333411200","Great flavor with no aftertaste.","""Almost every add-in powder or liquid flavoring that I've tried has had a pretty bad aftertaste. With this Lipton To Go Stix I didn't experience an aftertaste at all. The honey"
"504632","B007I7YZJK","A3VLCQX7NG1N0E","Erin O'Riordan","0","2","5","1333411200","Love it!","""What a great product - it's low-calorie"
"504633","B007I7YZJK","A2UW9WI22QKMZE","""Car Guy """"desertgrj""""""","0","2","5","1333411200","Sweet and tasty powdered drink","The flavor is a tangy strawberry; it is sweet but not too strong.  I like that there is a decaf version such as this.  It mixes well in a pitcher or glass with little effort.  I'm very glad I had the opportunity to taste-test this drink."
